Індекс;Назва вулиці;Номер будинку
79007;Рапопорта вул.;29
79007;Рапопорта вул.;30
79007;Рапопорта вул.;31
79007;Рапопорта вул.;32
79007;Рапопорта вул.;33
79007;Рапопорта вул.;34
79007;Рапопорта вул.;35
79007;Рапопорта вул.;36
79007;Рапопорта вул.;37
79007;Рапопорта вул.;38
79007;Рапопорта вул.;39
79007;Рапопорта вул.;40
79007;Рапопорта вул.;41
79007;Рапопорта вул.;42
79016;Рапопорта вул.;27
79056;Ратича вул.;65
79056;Ратича вул.;67
79056;Ратича вул.;69
79056;Ратича вул.;71
79056;Ратича вул.;73
79066;Рахівська вул.;1
79066;Рахівська вул.;2
79066;Рахівська вул.;3
79066;Рахівська вул.;4
79066;Рахівська вул.;5
79066;Рахівська вул.;6
79066;Рахівська вул.;7
79066;Рахівська вул.;8
79070;Рахівська вул.;1
79070;Рахівська вул.;3
79070;Рахівська вул.;5
79070;Рахівська вул.;7
79070;Рахівська вул.;9
79070;Рахівська вул.;11
79070;Рахівська вул.;13
79070;Рахівська вул.;15
79070;Рахівська вул.;17
79070;Рахівська вул.;19
79070;Рахівська вул.;21
79070;Рахівська вул.;23
79070;Рахівська вул.;25
79070;Рахівська вул.;27
79070;Рахівська вул.;29
79070;Рахівська вул.;31
79070;Рахівська вул.;33
79070;Рахівська вул.;35
79070;Рахівська вул.;37
79070;Рахівська вул.;2
79070;Рахівська вул.;4
79070;Рахівська вул.;6
79070;Рахівська вул.;8
79070;Рахівська вул.;10
79070;Рахівська вул.;12
79070;Рахівська вул.;14
79070;Рахівська вул.;16
79070;Рахівська вул.;18
79070;Рахівська вул.;20
79070;Рахівська вул.;26
79070;Рахівська вул.;30
79070;Рахівська вул.;38
79070;Рахівська вул.;40
79070;Рахівська вул.;42
79070;Рахівська вул.;44
79070;Рахівська вул.;48
79070;Рахівська вул.;50
79070;Рахівська вул.;58
79070;Рахівська вул.;60
79070;Рахівська вул.;62
79070;Рахівська вул.;64
79070;Рахівська вул.;66
79024;Ребета вул.;1
79024;Ребета вул.;2
79024;Ребета вул.;3
79024;Ребета вул.;4
79024;Ребета вул.;5
79024;Ребета вул.;6
79024;Ребета вул.;7
79053;Ревуцького вул.;1
79053;Ревуцького вул.;2
79053;Ревуцького вул.;3
79053;Ревуцького вул.;4
79053;Ревуцького вул.;5
79053;Ревуцького вул.;6
79053;Ревуцького вул.;7
79053;Ревуцького вул.;8
79053;Ревуцького вул.;9
79053;Ревуцького вул.;10
79053;Ревуцького вул.;11
79053;Ревуцького вул.;12
79053;Ревуцького вул.;13
79053;Ревуцького вул.;14
79053;Ревуцького вул.;15
79069;Резедова вул.;1
79069;Резедова вул.;2
79069;Резедова вул.;3
79069;Резедова вул.;4
79069;Резедова вул.;5
79069;Резедова вул.;6
79069;Резедова вул.;7
79069;Резедова вул.;8
79069;Резедова вул.;9
79058;Ржегоржа вул.;1
79058;Ржегоржа вул.;2
79058;Ржегоржа вул.;3
79058;Ржегоржа вул.;4
79058;Ржегоржа вул.;5
79058;Ржегоржа вул.;6
79058;Ржегоржа вул.;7
79058;Ржегоржа вул.;8
79058;Ржегоржа вул.;9
79058;Ржегоржа вул.;10
79058;Ржегоржа вул.;11
79058;Ржегоржа вул.;12
79058;Ржегоржа вул.;13
79058;Ржегоржа вул.;14
79058;Ржегоржа вул.;15
79058;Ржегоржа вул.;16
79058;Ржегоржа вул.;17
79058;Ржегоржа вул.;18
79058;Ржегоржа вул.;19
79058;Ржегоржа вул.;20
79019;Рибна вул.;1
79019;Рибна вул.;3
79019;Рибна вул.;5
79000;Рилеєва вул.;1
79000;Рилеєва вул.;2
79000;Рилеєва вул.;3
79000;Рилеєва вул.;4
79000;Рилеєва вул.;5
79000;Рилеєва вул.;6
79000;Рилеєва вул.;7
79000;Рилеєва вул.;8
79000;Рилеєва вул.;9
79000;Рилеєва вул.;10
79000;Рилеєва вул.;11
79000;Рилеєва вул.;12
79000;Рилеєва вул.;13
79000;Рилеєва вул.;14
79017;Рильського вул.;1
79017;Рильського вул.;2
79017;Рильського вул.;3
79017;Рильського вул.;4
79017;Рильського вул.;5
79017;Рильського вул.;6
79017;Рильського вул.;7
79017;Рильського вул.;8
79017;Рильського вул.;9
79017;Рильського вул.;10
79017;Рильського вул.;11
79017;Рильського вул.;12
79017;Рильського вул.;13
79017;Рильського вул.;14
79017;Рильського вул.;15
79017;Рильського вул.;16
79017;Рильського вул.;17
79017;Рильського вул.;18
79017;Рильського вул.;19
79017;Рильського вул.;20
79017;Рильського вул.;21
79017;Рильського вул.;22
79017;Рильського вул.;23
79017;Рильського вул.;24
79017;Рильського вул.;25
79017;Рильського вул.;26
79017;Рильського вул.;27
79017;Рильського вул.;28
79017;Рильського вул.;29
79017;Рильського вул.;30
79017;Рильського вул.;31
79017;Рильського вул.;32
79008;Римлянина вул.;2
79008;Римлянина вул.;1
79008;Римлянина вул.;6
79008;Римлянина вул.;10
79008;Римлянина вул.;5
79008;Римлянина вул.;3
79008;Римлянина вул.;12
79008;Римлянина вул.;7
79008;Ринок пл.;3
79008;Ринок пл.;5
79008;Ринок пл.;7
79008;Ринок пл.;8
79008;Ринок пл.;9
79008;Ринок пл.;10
79008;Ринок пл.;11
79008;Ринок пл.;12
79008;Ринок пл.;13
79008;Ринок пл.;14
79008;Ринок пл.;15
79008;Ринок пл.;16
79008;Ринок пл.;17
79008;Ринок пл.;18
79008;Ринок пл.;19
79008;Ринок пл.;20
79008;Ринок пл.;21
79008;Ринок пл.;25
79008;Ринок пл.;27
79008;Ринок пл.;29
79008;Ринок пл.;31
79008;Ринок пл.;33
79008;Ринок пл.;35
79008;Ринок пл.;37
79008;Ринок пл.;39
79008;Ринок пл.;41
79008;Ринок пл.;43
79008;Ринок пл.;45
79040;Рівенська вул.;1
79040;Рівенська вул.;2
79040;Рівенська вул.;3
79040;Рівенська вул.;4
79040;Рівенська вул.;5
79040;Рівенська вул.;6
79040;Рівенська вул.;7
79040;Рівенська вул.;8
79040;Рівенська вул.;9
79040;Рівенська вул.;10
79040;Рівенська вул.;11
79040;Рівенська вул.;12
79040;Рівенська вул.;13
79040;Рівенська вул.;14
79040;Рівенська вул.;15
79040;Рівенська вул.;16
79040;Рівенська вул.;17
79040;Рівенська вул.;18
79040;Рівенська вул.;19
79040;Рівенська вул.;20
79041;Рівна вул.;6
79041;Рівна вул.;8
79041;Рівна вул.;10
79041;Рівна вул.;12
79041;Рівна вул.;14
79041;Рівна вул.;16
79041;Рівна вул.;18
79041;Рівна вул.;20
79041;Рівна вул.;22
79041;Рівна вул.;24
79041;Рівна вул.;26
79041;Рівна вул.;28
79041;Рівна вул.;30
79041;Рівна вул.;32
79041;Рівна вул.;34
79041;Рівна вул.;36
79070;Рівнинна вул.;1
79070;Рівнинна вул.;2
79070;Рівнинна вул.;3
79070;Рівнинна вул.;4
79070;Рівнинна вул.;5
79070;Рівнинна вул.;6
79070;Рівнинна вул.;7
79070;Рівнинна вул.;8
79070;Рівнинна вул.;9
79070;Рівнинна вул.;10
79070;Рівнинна вул.;11
79008;Різбярська вул.;1а
79008;Різбярська вул.;3
79008;Різбярська вул.;4
79008;Різбярська вул.;5
79019;Різні пл.;6
79019;Різні пл.;12
79019;Різні пл.;13
79020;Рільнича вул.;1
79020;Рільнича вул.;3
79020;Рільнича вул.;5
79020;Рільнича вул.;7
79020;Рільнича вул.;9
79020;Рільнича вул.;11
79020;Рільнича вул.;4
79020;Рільнича вул.;6
79020;Рільнича вул.;8
79020;Рільнича вул.;10
79020;Рільнича вул.;12
79020;Рільнича вул.;14
79015;Робітнича вул.;1
79015;Робітнича вул.;4
79015;Робітнича вул.;6
79015;Робітнича вул.;8
79015;Робітнича вул.;7
79052;Робсона вул.;1
79052;Робсона вул.;2
79052;Робсона вул.;3
79052;Робсона вул.;4
79052;Робсона вул.;5
79052;Робсона вул.;6
79052;Робсона вул.;7
79052;Робсона вул.;8
79052;Робсона вул.;9
79052;Робсона вул.;10
79052;Робсона вул.;11
79070;Рожева вул.;1
79070;Рожева вул.;2
79070;Рожева вул.;3
79070;Рожева вул.;4
79070;Рожева вул.;5
79070;Рожева вул.;7
79070;Рожева вул.;9
79070;Рожева вул.;11
79070;Рожева вул.;13
79070;Рожева вул.;15
79066;Розбіжна вул.;1
79066;Розбіжна вул.;2
79066;Розбіжна вул.;3
79066;Розбіжна вул.;4
79066;Розбіжна вул.;5
79066;Розбіжна вул.;6
79066;Розбіжна вул.;7
79066;Розбіжна вул.;8
79066;Розбіжна вул.;9
79066;Розбіжна вул.;10
79066;Розбіжна вул.;11
79066;Розбіжна вул.;12
79066;Розбіжна вул.;13
79066;Розвилиста вул.;1
79066;Розвилиста вул.;2
79066;Розвилиста вул.;3
79066;Розвилиста вул.;4
79066;Розвилиста вул.;5
79066;Розвилиста вул.;6
79066;Розвилиста вул.;7
79014;Розкіш вул.;1
79014;Розкіш вул.;2
79014;Розкіш вул.;3
79014;Розкіш вул.;4
79014;Розкіш вул.;5
79014;Розкіш вул.;6
79014;Розкіш вул.;7
79014;Розкіш вул.;8
79014;Розкіш вул.;9
79014;Розкіш вул.;10
79014;Розкіш вул.;11
79014;Розкіш вул.;12
79014;Розкіш вул.;13
79014;Розкіш вул.;14
79014;Розкіш вул.;15
79014;Розкіш вул.;16
79014;Розкіш вул.;17
79014;Розкіш вул.;18
79014;Розкіш вул.;19
79014;Розкіш вул.;20
79014;Розкіш вул.;21
79014;Розкіш вул.;22
79014;Розкіш вул.;23
79014;Розкіш вул.;24
79014;Розкіш вул.;25
79014;Розкіш вул.;26
79014;Розкіш вул.;27
79014;Розкіш вул.;28
79014;Розкіш вул.;29
79014;Розкіш вул.;30
79014;Розкіш вул.;31
79014;Розкіш вул.;32
79014;Розкіш вул.;33
79014;Розкіш вул.;34
79014;Розкіш вул.;35
79014;Розкіш вул.;36
79014;Розкіш вул.;37
79014;Розкіш вул.;38
79014;Розкіш вул.;39
79014;Розкіш вул.;40
79014;Розкіш вул.;41
79014;Розкіш вул.;42
79014;Розкіш вул.;43
79014;Розкіш вул.;44
79014;Розкіш вул.;45
79014;Розкіш вул.;46
79014;Розкіш вул.;47
79014;Розкіш вул.;48
79069;Розлога вул.;1
79069;Розлога вул.;2
79069;Розлога вул.;3
79069;Розлога вул.;4
79069;Розлога вул.;5
79069;Розлога вул.;6
79069;Розлога вул.;7
79069;Розлога вул.;8
79069;Розлога вул.;9
79069;Розлога вул.;10
79037;Розточчя вул.;1
79037;Розточчя вул.;2
79037;Розточчя вул.;3
79037;Розточчя вул.;4
79037;Розточчя вул.;5
79037;Розточчя вул.;6
79037;Розточчя вул.;7
79052;Роксолани вул.;3
79052;Роксолани вул.;5
79052;Роксолани вул.;7
79052;Роксолани вул.;9
79052;Роксолани вул.;11
79052;Роксолани вул.;21
79052;Роксолани вул.;23
79052;Роксолани вул.;25
79052;Роксолани вул.;27
79052;Роксолани вул.;31
79052;Роксолани вул.;33
79052;Роксолани вул.;43
79052;Роксолани вул.;51
79052;Роксолани вул.;63
79052;Роксолани вул.;65
79052;Роксолани вул.; 65а
79052;Роксолани вул.;61
79052;Роксолани вул.; 57а
79052;Роксолани вул.; 33а
79052;Роксолани вул.;29
79052;Роксолани вул.;59
79052;Роксолани вул.; 59а
79052;Роксолани вул.; 59б
79052;Роксолани вул.;71
79052;Роксолани вул.;73
79052;Роксолани вул.;75
79052;Роксолани вул.;77
79052;Роксолани вул.;81
79052;Роксолани вул.;83
79052;Роксолани вул.;85
79052;Роксолани вул.;18
79052;Роксолани вул.;24
79052;Роксолани вул.;26
79012;Романицького вул.;4
79012;Романицького вул.;6
79012;Романицького вул.;8
79012;Романицького вул.;10
79012;Романицького вул.;12
79012;Романицького вул.;14
79012;Романицького вул.;16
79012;Романицького вул.;18
79012;Романицького вул.;20
79012;Романицького вул.;22
79012;Романицького вул.;24
79005;Романчука вул.;1
79005;Романчука вул.;2
79005;Романчука вул.;3
79005;Романчука вул.;4
79005;Романчука вул.;5
79005;Романчука вул.;6
79005;Романчука вул.;7
79005;Романчука вул.;8
79005;Романчука вул.;9
79005;Романчука вул.;10
79005;Романчука вул.;11
79005;Романчука вул.;12
79005;Романчука вул.;14
79005;Романчука вул.;15
79005;Романчука вул.;16
79005;Романчука вул.;18
79070;Ромашкова вул.;1
79070;Ромашкова вул.;2
79070;Ромашкова вул.;3
79070;Ромашкова вул.;4
79070;Ромашкова вул.;5
79070;Ромашкова вул.;6
79070;Ромашкова вул.;7
79070;Ромашкова вул.;8
79070;Ромашкова вул.;9
79070;Ромашкова вул.;10
79014;Ромоданівська вул.;3
79014;Ромоданівська вул.;4
79014;Ромоданівська вул.;5
79014;Ромоданівська вул.;6
79014;Ромоданівська вул.;7
79014;Ромоданівська вул.;8
79014;Ромоданівська вул.;9
79014;Ромоданівська вул.;10
79070;Росиста вул.;1
79070;Росиста вул.;2
79070;Росиста вул.;3
79070;Росиста вул.;4
79070;Росиста вул.;5
79070;Росиста вул.;6
79070;Росиста вул.;7
79070;Росиста вул.;8
79070;Росиста вул.;9
79070;Росиста вул.;10
79070;Росиста вул.;11
79070;Росиста вул.;12
79070;Росиста вул.;13
79070;Росиста вул.;14
79068;Рослинна вул.;1
79068;Рослинна вул.;2
79068;Рослинна вул.;3
79068;Рослинна вул.;4
79068;Рослинна вул.;5
79068;Рослинна вул.;6
79068;Рослинна вул.;7
79068;Рослинна вул.;8
79068;Рослинна вул.;9
79068;Рослинна вул.;10
79068;Рослинна вул.;11
79068;Рослинна вул.;12
79068;Рослинна вул.;13
79068;Рослинна вул.;14
79068;Рослинна вул.;15
79068;Рослинна вул.;16
79068;Рослинна вул.;17
79014;Россі вул.;6
79037;Рубінова вул.;2
79037;Рубінова вул.;4
79037;Рубінова вул.;6
79037;Рубінова вул.;8
79037;Рубінова вул.;10
79037;Рубінова вул.;12
79037;Рубінова вул.;14
79037;Рубінова вул.;16
79037;Рубінова вул.;18
79037;Рубінова вул.;20
79037;Рубінова вул.;22
79037;Рубінова вул.;24
79037;Рубінова вул.;26
79037;Рубінова вул.;28
79037;Рубінова вул.;30
79026;Рубчака вул.;2
79026;Рубчака вул.;4
79026;Рубчака вул.;6
79026;Рубчака вул.;10
79026;Рубчака вул.;12
79026;Рубчака вул.;14
79026;Рубчака вул.; 17а
79026;Рубчака вул.;29
79026;Рубчака вул.;31
79026;Рубчака вул.;33
79032;Рудака вул.;91
79032;Рудака вул.;26
79032;Рудака вул.; 26а
79032;Рудака вул.; 26в
79032;Рудака вул.;11
79032;Рудака вул.; 11а
79032;Рудака вул.;12
79032;Рудака вул.;14
79032;Рудака вул.; 14а
79032;Рудака вул.;16
79032;Рудака вул.;15
79032;Рудака вул.;17
79032;Рудака вул.; 17а
79032;Рудака вул.;20
79032;Рудака вул.; 20а
79052;Рудненська вул.;10
79052;Рудненська вул.;12
79052;Рудненська вул.;14
79052;Рудненська вул.; 14а
79052;Рудненська вул.;16
79052;Рудненська вул.;18
79052;Рудненська вул.;20
79052;Рудненська вул.;22
79052;Рудненська вул.;24
79052;Рудненська вул.;26
79052;Рудненська вул.;28
79052;Рудненська вул.;30
79052;Рудненська вул.;34
79052;Рудненська вул.;1
79052;Рудненська вул.;2
79052;Рудненська вул.;4
79052;Рудненська вул.;6
79052;Рудненська вул.;8
79057;Рудницького вул.;1
79057;Рудницького вул.;3
79057;Рудницького вул.;5
79057;Рудницького вул.;7
79057;Рудницького вул.; 7а
79057;Рудницького вул.;9
79057;Рудницького вул.;11
79057;Рудницького вул.; 11а
79057;Рудницького вул.; 11б
79057;Рудницького вул.;15
79057;Рудницького вул.;17
79057;Рудницького вул.;21
79057;Рудницького вул.;23
79057;Рудницького вул.; 23а
79057;Рудницького вул.;25
79057;Рудницького вул.;27
79057;Рудницького вул.;29
79057;Рудницького вул.;31
79057;Рудницького вул.;44
79057;Рудницького вул.;40
79057;Рудницького вул.;38
79057;Рудницького вул.;36
79057;Рудницького вул.;32
79057;Рудницького вул.;34
79057;Рудницького вул.;30
79057;Рудницького вул.;28
79057;Рудницького вул.;26
79057;Рудницького вул.;24
79057;Рудницького вул.;22
79057;Рудницького вул.;20
79057;Рудницького вул.;18
79057;Рудницького вул.;16
79057;Рудницького вул.;12
79057;Рудницького вул.;8
79057;Рудницького вул.;6
79057;Рудницького вул.;4
79057;Рудницького вул.; 4а
79057;Рудницького вул.;33
79057;Рудницького вул.;46
79057;Рудницького вул.;50
79057;Рудницького вул.;54
79057;Рудницького вул.;56
79057;Рудницького вул.;58
79057;Рудницького вул.;39
79057;Рудницького вул.;37
79057;Рудницького вул.;45
79057;Рудницького вул.;47
79057;Рудницького вул.;49
79057;Рудницького вул.;66
79057;Рудницького вул.;68
79057;Рудницького вул.;70
79057;Рудницького вул.;51
79057;Рудницького вул.;53
79057;Рудницького вул.;55
79057;Рудницького вул.;57
79057;Рудницького вул.;59
79057;Рудницького вул.;76
79057;Рудницького вул.;78
79057;Рудницького вул.;61
79057;Рудницького вул.;63
79057;Рудницького вул.;65
79057;Рудницького вул.;67
79057;Рудницького вул.;69
79057;Рудницького вул.; 69а
79057;Рудницького вул.;71
79057;Рудницького вул.;73
79057;Рудницького вул.;75
79057;Рудницького вул.;77
79057;Рудницького вул.;81
79057;Рудницького вул.;91
79057;Рудницького вул.;93
79013;Русових вул.;1
79013;Русових вул.;2
79013;Русових вул.;3
79013;Русових вул.;4
79013;Русових вул.;5
79013;Русових вул.;6
79013;Русових вул.;7
79013;Русових вул.;8
79013;Русових вул.;9
79013;Русових вул.;10
79013;Русових вул.;11
79013;Русових вул.;12
79008;Руська вул.;3
79008;Руська вул.;4
79008;Руська вул.;5
79008;Руська вул.;6
79008;Руська вул.;7
79008;Руська вул.;8
79008;Руська вул.;9
79008;Руська вул.;10
79008;Руська вул.;11
79008;Руська вул.;12
79008;Руська вул.;13
79008;Руська вул.;14
79008;Руська вул.;15
79008;Руська вул.;16
79008;Руська вул.;17
79008;Руська вул.;18
79011;Рутниковича вул.;1
79011;Рутниковича вул.;2
79011;Рутниковича вул.;3
79011;Рутниковича вул.;4
79011;Рутниковича вул.;5
79011;Рутниковича вул.;6
79011;Рутниковича вул.;7
79011;Рутниковича вул.;8
79011;Рутниковича вул.;9
79020;Ручай вул.;3
79020;Ручай вул.; 3а
79020;Ручай вул.;1
79070;Рядова вул.;1
79070;Рядова вул.;2
79070;Рядова вул.;3
79070;Рядова вул.;4
79070;Рядова вул.;5
79070;Рядова вул.;6
79070;Рядова вул.;7
79070;Рядова вул.;8
79070;Рядова вул.;9
79070;Рядова вул.;10
79070;Рядова вул.;11
79070;Рядова вул.;12
79070;Рядова вул.;13
79070;Рядова вул.;14
79069;Рясненська вул.;104
79069;Рясненська вул.;106
79069;Рясненська вул.;108
79069;Рясненська вул.;110
79069;Рясненська вул.;112
79069;Рясненська вул.;114
79069;Рясненська вул.;116
79069;Рясненська вул.;118
79069;Рясненська вул.;120
79069;Рясненська вул.;122
79069;Рясненська вул.;124
79069;Рясненська вул.;126
79069;Рясненська вул.;130
79069;Рясненська вул.;132
79069;Рясненська вул.;134
79069;Рясненська вул.;136
79069;Рясненська вул.;138
79069;Рясненська вул.;140
79069;Рясненська вул.;142
79069;Рясненська вул.;144
79069;Рясненська вул.;146
79069;Рясненська вул.;148
79069;Рясненська вул.;54
79069;Рясненська вул.;56
79069;Рясненська вул.;58
79069;Рясненська вул.;60
79069;Рясненська вул.;62
79069;Рясненська вул.;64
79069;Рясненська вул.;66
79069;Рясненська вул.;68
79069;Рясненська вул.;70
79069;Рясненська вул.;72
79069;Рясненська вул.;74
79069;Рясненська вул.;76
79069;Рясненська вул.;78
79069;Рясненська вул.;80
79069;Рясненська вул.;82
79069;Рясненська вул.;84
79069;Рясненська вул.;86
79069;Рясненська вул.;88
79069;Рясненська вул.;90
79069;Рясненська вул.;92
79069;Рясненська вул.;94
79069;Рясненська вул.;96
79069;Рясненська вул.;98
79040;Ряшівська вул.;1
79040;Ряшівська вул.;2
79040;Ряшівська вул.;3
79040;Ряшівська вул.;4
79040;Ряшівська вул.;5
79040;Ряшівська вул.;6
79040;Ряшівська вул.;7
79040;Ряшівська вул.;8
79040;Ряшівська вул.;9
79040;Ряшівська вул.;27
79040;Ряшівська вул.;13
79040;Ряшівська вул.;15
79066;Садибна вул.;1
79066;Садибна вул.;2
79066;Садибна вул.;3
79066;Садибна вул.;4
79066;Садибна вул.;5
79066;Садибна вул.;6
79038;Садівнича вул.;1
79038;Садівнича вул.;2
79038;Садівнича вул.;3
79038;Садівнича вул.;4
79038;Садівнича вул.;5
79038;Садівнича вул.;6
79038;Садівнича вул.;7
79038;Садівнича вул.;8
79038;Садівнича вул.;9
79021;Садова вул.;2
79021;Садова вул.; 2а
79021;Садова вул.; 2б
79021;Садова вул.;29
79021;Садова вул.;13
79021;Садова вул.;25
79021;Садова вул.; 25а
79021;Садова вул.;20
79021;Садова вул.; 20а
79021;Садова вул.;22
79021;Садова вул.;23
79021;Садова вул.;1
79021;Садова вул.;3
79021;Садова вул.;5
79021;Садова вул.;7
79021;Садова вул.;9
79021;Садова вул.;11
79021;Садова вул.;13
79021;Садова вул.;15
79021;Садова вул.;17
79021;Садова вул.;19
79021;Садова вул.;21
79021;Садова вул.;23
79021;Садова вул.;25
79021;Садова вул.;27
79021;Садова вул.;4
79021;Садова вул.;6
79021;Садова вул.;8
79010;Садовського вул.;1
79010;Садовського вул.;2
79010;Садовського вул.;3
79010;Садовського вул.;4
79010;Садовського вул.;5
79010;Садовського вул.;6
79010;Садовського вул.;7
79010;Садовського вул.;8
79010;Садовського вул.;9
79010;Садовського вул.;10
79010;Садовського вул.;11
79010;Садовського вул.;12
79024;Саковича вул.;1
79024;Саковича вул.;2
79024;Саковича вул.;3
79024;Саковича вул.;4
79024;Саковича вул.;5
79024;Саковича вул.;6
79024;Саковича вул.;7
79024;Саковича вул.;8
79024;Саковича вул.;9
79005;Саксаганського вул.;1
79005;Саксаганського вул.;3
79005;Саксаганського вул.;5
79005;Саксаганського вул.;7
79005;Саксаганського вул.;9
79005;Саксаганського вул.;11
79005;Саксаганського вул.;8
79005;Саксаганського вул.;10
79005;Саксаганського вул.;12
79005;Саксаганського вул.;13
79005;Саксаганського вул.;14
79005;Саксаганського вул.;16
79005;Саксаганського вул.;18
79005;Саксаганського вул.;20
79005;Саксаганського вул.;22
79052;Самарська вул.;1
79052;Самарська вул.;2
79052;Самарська вул.;3
79052;Самарська вул.;4
79052;Самарська вул.;5
79052;Самарська вул.;6
79040;Самбірська вул.;1
79040;Самбірська вул.;2
79040;Самбірська вул.;3
79040;Самбірська вул.;4
79040;Самбірська вул.;5
79040;Самбірська вул.;6
79040;Самбірська вул.;7
79040;Самбірська вул.;8
79040;Самбірська вул.;9
79040;Самбірська вул.;10
79040;Самбірська вул.;11
79005;Самійленка вул.;2
79005;Самійленка вул.;5
79005;Самійленка вул.;6
79005;Самійленка вул.;8
79005;Самійленка вул.;7
79005;Самійленка вул.;9
79005;Самійленка вул.;10
79005;Самійленка вул.;12
79005;Самійленка вул.;14
79005;Самійленка вул.;11
79005;Самійленка вул.;13
79005;Самійленка вул.;45
79005;Самійленка вул.;16
79005;Самійленка вул.;18
79005;Самійленка вул.;20
79005;Самійленка вул.;22
79005;Самійленка вул.;24
79005;Самійленка вул.; 24а
79005;Самійленка вул.;28
79005;Самійленка вул.;30
79005;Самійленка вул.;32
79005;Самійленка вул.;36
79005;Самійленка вул.;38
79067;Самокіша вул.;2
79067;Самокіша вул.;3
79067;Самокіша вул.;4
79067;Самокіша вул.;5
79067;Самокіша вул.;6
79067;Самокіша вул.;7
79067;Самокіша вул.;8
79067;Самокіша вул.;9
79011;Самчука вул.;2
79011;Самчука вул.;4
79011;Самчука вул.;6
79011;Самчука вул.;8
79011;Самчука вул.;10
79011;Самчука вул.;12
79011;Самчука вул.;14
79011;Самчука вул.;16
79011;Самчука вул.;18
79011;Самчука вул.;20
79011;Самчука вул.;22
79011;Самчука вул.;24
79011;Самчука вул.;26
79011;Самчука вул.;28
79011;Самчука вул.;30
79011;Самчука вул.;32
79011;Самчука вул.;3
79011;Самчука вул.;5
79011;Самчука вул.;7
79011;Самчука вул.;9
79011;Самчука вул.;11
79011;Самчука вул.;13
79011;Самчука вул.;15
79011;Самчука вул.;17
79011;Самчука вул.;19
79021;Санітарна вул.;1
79021;Санітарна вул.;2
79021;Санітарна вул.;3
79021;Санітарна вул.;4
79021;Санітарна вул.;5
79021;Санітарна вул.;6
79021;Санітарна вул.;7
79021;Санітарна вул.;8
79021;Санітарна вул.;9
79021;Санітарна вул.;10
79021;Санітарна вул.;11
79021;Санітарна вул.;12
79021;Санітарна вул.;13
79021;Санітарна вул.;14
79021;Санітарна вул.;15
79021;Санітарна вул.;16
79021;Санітарна вул.;17
79021;Санітарна вул.;18
79021;Санітарна вул.;19
79019;Санська вул.;6
79019;Санська вул.;9
79019;Санська вул.;20
79018;Сар'яна вул.;1
79018;Сар'яна вул.;2
79018;Сар'яна вул.;3
79018;Сар'яна вул.;4
79018;Сар'яна вул.;5
79018;Сар'яна вул.;6
79018;Сар'яна вул.;7
79018;Сар'яна вул.;8
79018;Сар'яна вул.;9
79018;Сар'яна вул.;10
79018;Сар'яна вул.;11
79018;Сар'яна вул.;12
79018;Сар'яна вул.;13
79018;Сар'яна вул.;14
79057;Сарненька вул.;3
79057;Сарненька вул.;5
79057;Сарненька вул.;7
79057;Сарненька вул.;9
79057;Сарненька вул.;11
79057;Сарненька вул.;13
79057;Сарненька вул.;15
79057;Сарненька вул.;17
79057;Сарненька вул.;19
79012;Сахарова вул.;4
79012;Сахарова вул.;6
79012;Сахарова вул.;8
79012;Сахарова вул.;10
79012;Сахарова вул.;12
79012;Сахарова вул.;14
79012;Сахарова вул.;16
79012;Сахарова вул.;18
79012;Сахарова вул.;20
79012;Сахарова вул.;22
79012;Сахарова вул.;24
79012;Сахарова вул.;26
79012;Сахарова вул.;28
79012;Сахарова вул.;30
79012;Сахарова вул.;32
79012;Сахарова вул.;34
79012;Сахарова вул.;36
79012;Сахарова вул.;38
79012;Сахарова вул.;40
79012;Сахарова вул.;42
79012;Сахарова вул.;44
79012;Сахарова вул.;46
79012;Сахарова вул.;48
79012;Сахарова вул.;50
79026;Сахарова вул.;80а
79026;Сахарова вул.;82
79044;Сахарова вул.;52
79044;Сахарова вул.;56
79044;Сахарова вул.;58
79044;Сахарова вул.;60
79044;Сахарова вул.; 62а
79044;Сахарова вул.;66
79044;Сахарова вул.;68
79044;Сахарова вул.;76
79044;Сахарова вул.; 58а
79044;Сахарова вул.;15
79044;Сахарова вул.; 15а
79044;Сахарова вул.;17
79044;Сахарова вул.;19
79044;Сахарова вул.;21
79044;Сахарова вул.;23
79044;Сахарова вул.;25
79044;Сахарова вул.;27
79044;Сахарова вул.;29
79044;Сахарова вул.;31
79019;Св.Теодора пл.;2
79019;Св.Теодора пл.;3
79019;Св.Теодора пл.;4
79019;Св.Теодора пл.;5
79019;Св.Теодора пл.;6
79019;Св.Теодора пл.;8
79019;Св.Теодора пл.;11
79019;Св.Теодора пл.;12
79019;Св.Теодора пл.;13
79000;Св.Юра пл.;1
79000;Св.Юра пл.;2
79000;Св.Юра пл.;3
79000;Св.Юра пл.;4
79000;Св.Юра пл.;5
79000;Св.Юра пл.;6
79000;Св.Юра пл.;7
79000;Св.Юра пл.;8
79011;Свенціцького вул.;2
79011;Свенціцького вул.;4
79011;Свенціцького вул.;6
79011;Свенціцького вул.;8
79011;Свенціцького вул.;10
79011;Свенціцького вул.;12
79011;Свенціцького вул.;14
79011;Свенціцького вул.;16
79011;Свенціцького вул.;18
79011;Свенціцького вул.;20
79035;Свидницького вул.;28
79035;Свидницького вул.; 28а
79035;Свидницького вул.; 28б
